915 944
584 476 -353
342 25 -528
53 322 -747
637 666 718
329 588 872
693 697 -332
271 227 677
286 400 -330
575 158 -476
114 756 272
476 828 805
600 4 834
300 491 459
145 424 -186
261 310 779
800 817 -888
304 261 706
765 467 174
269 218 -971
634 739 396
41 339 178
835 457 -788
831 35 -838
364 256 315
333 7 -800
7 264 -262
414 676 -743
118 874 -541
901 142 409
740 242 650
840 101 -786
905 578 -973
454 90 -466
874 311 -952
648 758 570
766 861 -520
442 464 -815
868 608 577
136 333 992
442 93 272
726 104 -585
67 729 -577
295 107 -966
89 422 729
824 901 -304
639 328 286
25 115 136
378 23 718
754 778 -378
283 31 -565
277 675 924
764 325 -891
499 881 -312
7 557 847
225 416 -231
423 60 111
844 730 995
56 790 776
118 334 -536
793 807 641
125 215 807
514 232 290
586 245 796
582 234 155
292 527 -135
229 864 492
161 895 997
571 2 -209
185 99 577
10 239 -270
852 137 820
42 353 837
428 651 208
663 449 -773
265 108 700
118 151 108
409 174 -917
251 90 -495
902 871 -218
169 224 937
192 440 -227
106 317 995
444 120 -77
812 97 -589
794 133 869
252 358 454
91 242 988
465 146 -555
571 278 -395
409 591 -687
392 609 -928
211 297 -832
89 384 -754
81 722 249
323 605 -315
616 724 -312
467 841 -751
94 692 -639
315 300 339
891 590 596
538 637 -813
537 569 646
96 567 840
915 24 108
708 423 -515
653 392 816
832 727 -772
187 793 -199
572 6 526
238 241 620
45 220 375
254 835 225
55 550 -235
148 47 -942
840 254 -806
369 176 666
195 202 -58
736 211 -976
187 376 388
259 681 412
287 874 548
207 389 193
392 227 552
535 424 576
674 282 292
326 561 751
659 33 -797
699 303 452
160 762 873
155 387 -611
27 234 -640
792 653 469
651 582 -914
351 800 51
77 152 408
692 103 582
517 313 -148
167 250 -597
775 695 128
317 304 48
826 334 -181
290 99 -250
321 304 891
876 880 322
111 220 -859
643 192 27
831 480 755
777 600 155
302 909 184
838 673 830
407 488 998
780 22 -554
495 341 513
736 884 958
693 683 -223
540 109 440
588 161 -358
239 337 -520
127 815 731
239 783 -552
395 285 -451
197 52 -873
330 223 -636
903 773 -812
298 48 159
298 395 349
543 187 946
488 253 730
35 873 104
368 310 -540
675 880 -697
897 864 134
546 865 -508
76 377 -256
802 690 -957
829 684 -92
220 488 855
874 788 152
673 459 -104
785 360 702
572 625 479
418 796 96
878 803 150
874 403 964
749 433 -28
683 656 -472
21 603 -628
699 572 922
696 906 58
592 181 909
380 186 301
60 171 -842
497 568 -74
25 68 -669
83 255 548
572 204 1
550 163 -190
400 17 153
27 531 -271
419 753 -160
277 628 -860
863 875 -583
915 221 -514
787 265 731
38 259 178
655 271 756
677 391 -736
1 260 915
149 559 876
832 7 503
18 433 222
282 111 758
133 745 -175
227 37 560
422 400 150
467 383 -775
657 372 405
226 201 547
667 77 -907
890 763 602
627 826 -744
739 74 355
70 584 822
730 365 660
454 89 481
657 121 708
312 437 -222
176 461 -686
887 450 -388
703 86 390
188 342 -488
638 314 -959
263 726 513
286 696 441
798 516 546
326 61 312
134 638 470
466 598 -234
697 539 -831
648 481 -932
322 542 340
130 294 197
901 673 117
399 815 975
85 126 -127
233 811 -597
190 670 269
183 496 -367
762 891 -111
70 277 -953
766 818 -47
534 69 -908
285 914 205
704 792 -537
435 420 767
79 218 -887
385 496 -536
469 502 400
160 45 -223
193 747 803
28 113 -198
83 24 -967
537 868 512
608 779 -32
581 317 -80
265 271 -959
709 879 258
9 195 -651
856 394 600
743 903 -78
583 909 -263
236 712 62
728 420 -185
326 350 813
563 33 227
198 914 -229
554 322 -406
236 630 -280
838 888 25
590 800 -622
16 47 468
295 549 551
741 903 776
57 212 -696
202 562 -89
202 689 -406
394 238 41
409 136 672
532 350 -981
233 266 -2
510 25 -547
895 406 -249
825 3 -492
149 73 -277
294 536 661
727 149 982
883 576 -336
350 734 437
673 753 -838
716 93 366
642 812 701
487 671 -489
725 307 -386
739 590 389
306 38 -632
172 417 409
777 915 519
109 46 -250
229 205 991
658 103 837
887 655 -751
136 746 402
23 511 104
914 236 -255
321 303 758
814 40 -694
259 340 -811
234 453 -275
