17
1000 878
16 702 -747
888 724 621
300 154 -432
649 448 -24
24 246 452
687 11 -763
418 430 -352
791 400 138
125 391 53
555 380 302
232 689 801
919 120 635
75 771 -129
107 155 -447
69 365 -558
373 541 -573
589 772 -716
759 689 -956
194 810 -43
346 5 652
324 428 -348
147 994 127
587 776 221
822 753 920
855 708 -463
455 273 -107
992 413 447
939 911 916
914 926 -187
355 163 -529
680 44 -439
836 549 -866
757 361 -139
546 997 684
647 162 -157
340 156 -932
208 236 180
364 388 -919
742 506 238
115 78 871
84 47 42
576 824 -1000
133 219 805
591 570 -5
225 352 -202
783 747 603
140 206 329
901 592 -69
759 396 619
944 794 709
530 873 858
473 747 -220
57 55 -742
547 678 -216
520 421 431
881 456 964
562 280 168
696 749 -408
936 342 -494
951 632 977
943 135 -995
320 284 950
643 58 -823
310 980 510
322 404 -796
180 177 374
748 939 953
930 913 672
248 963 -402
552 709 -553
853 445 -957
288 999 -896
978 300 -519
695 316 550
94 55 -599
517 332 243
446 930 938
586 351 -357
629 450 37
133 285 -871
638 823 294
106 512 -596
597 804 274
417 635 715
853 958 123
392 588 -959
621 626 -515
666 250 -659
299 857 644
13 894 -119
236 464 -405
522 489 -976
221 417 913
851 237 426
256 358 -651
798 438 -617
358 226 967
567 406 847
836 87 -456
221 78 616
77 882 979
226 635 -551
584 204 121
706 270 648
283 475 -449
959 648 -270
254 756 655
925 167 904
567 116 -763
25 654 942
618 236 -354
745 714 -183
945 924 -466
167 329 247
183 531 840
433 740 460
316 661 504
501 159 -640
310 180 435
982 624 85
443 775 -156
758 803 482
334 571 825
347 229 947
951 308 -965
800 698 -745
481 579 -89
647 196 -598
520 991 372
13 248 581
631 347 527
337 557 -869
542 715 -685
981 884 644
115 189 86
931 417 20
559 944 -707
338 34 -482
182 462 557
7 376 -690
957 821 -961
985 184 -498
908 534 229
474 118 -299
657 77 -183
776 136 -159
957 980 -745
390 427 20
991 361 -567
63 153 316
325 769 697
119 715 559
302 244 -806
108 744 -139
464 202 -155
46 90 -811
623 580 407
447 382 -1
613 503 238
360 880 -61
497 137 -199
958 927 302
728 48 -324
856 829 -127
985 239 575
503 224 910
326 135 -938
339 166 -895
453 310 314
391 302 -630
302 738 187
827 535 276
571 989 881
872 74 -703
653 1 960
834 637 633
245 92 280
413 730 109
839 505 925
296 229 910
706 208 140
625 25 745
784 52 20
923 159 99
828 732 573
382 897 357
892 344 477
924 389 116
616 561 449
452 587 984
368 794 -580
367 396 732
697 281 434
106 298 -210
286 381 973
498 693 437
32 458 439
978 740 765
46 395 211
400 517 313
330 304 -650
976 39 -111
963 302 142
664 702 -509
534 297 -931
997 133 583
367 787 935
192 835 936
702 135 852
651 420 409
880 982 766
586 422 773
932 687 476
986 35 756
301 660 575
312 347 985
909 322 -19
866 234 -612
977 378 -40
380 414 309
355 606 245
904 441 26
876 177 450
628 152 -930
537 488 182
160 494 524
342 383 -128
526 99 -917
908 731 484
720 424 -594
668 312 419
484 469 638
32 120 -541
346 625 629
140 750 -530
756 970 330
774 418 985
902 552 -531
597 123 648
708 563 638
318 651 595
789 767 -683
421 662 -246
168 322 865
571 510 -24
882 84 -598
865 927
55 588 722
791 299 -192
359 387 -617
80 129 601
529 800 -318
328 352 -824
176 705 -702
275 234 891
634 392 -155
33 332 304
174 572 48
452 52 836
135 288 -789
165 854 -82
496 506 -476
599 735 -275
771 756 -560
474 190 -663
668 112 -246
464 39 -138
476 661 67
362 196 -925
246 426 922
232 860 19
582 238 304
95 599 455
270 637 270
402 419 811
830 746 -983
12 784 -760
608 456 846
510 34 -80
606 409 -527
730 108 -480
852 846 950
608 736 987
795 116 591
448 240 61
139 560 -761
342 239 770
171 433 -6
798 828 367
63 396 -479
373 663 -769
403 103 -421
722 268 -291
648 57 235
292 343 371
15 730 342
851 247 -728
197 691 394
646 595 -866
28 428 730
815 273 -192
1 213 249
681 451 87
79 647 -946
508 823 892
96 145 120
619 816 -72
28 199 -632
605 288 137
302 664 -535
288 655 983
48 70 -382
602 366 943
372 794 792
566 724 271
615 849 617
87 517 295
598 351 -248
311 446 664
198 784 767
782 757 633
403 698 -665
490 791 -469
168 260 803
46 571 -275
132 126 997
158 53 -649
724 167 -438
235 789 -44
84 749 816
427 855 201
602 312 -790
861 724 -204
852 564 750
407 30 -410
707 768 987
84 58 739
742 836 -738
342 94 187
111 469 208
433 804 492
667 738 -573
395 384 344
818 520 720
335 653 539
628 183 75
620 385 682
526 341 654
9 557 443
89 70 372
671 381 -845
62 438 -501
683 505 472
497 857 703
636 92 37
658 200 89
58 325 -391
10 688 -824
344 484 39
434 771 814
622 319 71
706 29 -667
28 356 866
372 718 -139
691 802 491
226 2 420
491 795 417
93 580 -585
444 349 -654
60 444 140
467 808 572
86 832 69
222 717 -592
414 222 -957
410 644 -693
584 474 555
682 322 978
639 227 94
474 518 189
484 578 -558
388 434 -272
514 464 414
651 316 -482
206 815 573
672 229 -738
131 607 292
34 631 523
157 508 -44
40 227 -666
385 211 -516
794 369 -76
743 251 -619
300 549 -529
150 495 -742
676 267 -974
447 194 -244
50 305 63
778 659 955
639 447 27
607 452 -529
52 174 204
324 198 333
288 339 790
607 357 -462
183 681 55
396 165 563
175 147 183
623 226 -801
602 151 192
474 167 -121
526 823 714
322 830 672
675 861 -358
760 718 699
810 17 -890
777 379 66
802 235 -1000
143 308 505
725 149 272
700 358 106
255 236 -27
740 232 -967
150 811 703
505 821 438
569 337 -285
344 409 -618
265 616 195
407 136 590
190 803 49
837 556 892
810 466 179
715 801 -932
735 788 25
212 269 -328
613 436 -571
854 205 595
256 484 -550
708 638 385
661 532 781
264 536 -534
404 171 277
196 365 618
480 163 970
634 824 -502
351 1 797
291 343 364
564 804 -459
402 574 -834
750 780 117
762 282 308
862 778 -278
619 163 -215
584 662 34
237 543 -63
656 828 -405
864 401 494
638 690 658
414 80 -878
843 438 86
208 241 -793
837 199 -737
65 385 -867
70 520 -216
561 562 -284
135 680 558
612 295 218
583 464 371
160 645 -934
495 348 365
551 106 -304
847 98 -823
609 835 481
206 138 -660
850 672 -561
735 105 462
680 494 657
95 359 96
707 688 -376
150 582 -172
233 24 71
111 679 -639
379 102 -47
497 520 148
171 357 359
168 160 -836
808 108 -719
577 326 -748
81 409 -875
649 480 788
397 839 437
421 403 -166
721 388 -498
765 607 904
52 505 393
53 624 167
770 127 -8
207 443 802
426 785 -528
764 52 -379
605 63 -945
64 199 -254
99 272 -488
568 519 585
287 666 -72
658 815 -732
696 31 -708
422 606 -551
119 338 -327
138 219 352
677 825 343
647 319 -945
390 332 62
274 386 639
795 73 -850
39 15 -719
731 397 -230
666 648 7
154 36 409
696 574 448
175 600 712
242 345 545
429 864 -949
256 467 603
741 236 -980
225 635 -969
17 69 294
635 132 345
824 431 66
419 334 -30
506 671 -647
756 472 532
708 268 291
21 284 113
161 334 93
266 560 233
418 714 -590
761 79 163
849 556 -736
313 691 610
423 636 626
657 356 606
50 546 -276
162 568 585
31 567 -378
796 168 -599
347 132 -957
207 25 -3
807 811 -248
483 339 554
619 267 353
452 840 380
391 292 -243
145 468 -109
417 490 -392
754 533 -975
847 282 -105
448 383 -842
337 147 464
594 451 496
204 743 656
186 663 328
331 832 215
374 500 22
360 658 -616
429 353 -595
36 483 241
861 361 539
756 262 -19
33 773 156
436 121 -250
198 794 -183
405 98 768
102 177 -968
782 270 -580
683 57 -509
821 644 -399
83 332 205
250 391 -90
175 117 -558
508 49 284
443 131 783
487 785 446
729 442 -762
587 327 305
411 480 -647
618 587 404
425 297 -602
539 78 496
773 333 -867
686 751 -489
594 473 -570
649 214 714
183 138 -102
124 115 653
581 70 -239
169 228 -67
767 129 234
232 5 435
412 48 -425
129 469 140
390 743 931
596 479 -386
479 699 831
12 644 -149
252 328 418
138 226 683
339 793 -175
799 178 859
714 508 -592
532 276 -696
189 353 344
855 37 75
729 6 487
74 119 858
426 151 383
505 742 736
336 402 -462
518 683 414
677 37 226
832 613 -346
829 408 793
833 126 402
626 546 -90
747 252 -145
132 471 472
176 414 411
597 180 -57
497 412 231
58 639 -542
415 295 71
5 436 -209
668 113 199
216 358 247
61 16 -937
22 159 -669
552 75 543
727 6 -362
404 173 526
573 647 -262
142 351 856
512 378 570
380 247 957
29 187 -467
127 424 952
421 855 -987
59 806 -975
368 240 265
770 41 826
500 643 766
89 282 -955
329 739 -46
625 191 915
2 828 -714
5 127 779
218 806 273
561 738 7
464 550 267
596 740 987
615 534 -296
352 32 718
547 859 297
278 401 436
845 110 -980
435 85 885
645 150 -819
826 193 836
812 398 827
418 552 506
830 854 47
698 284 -424
352 46 -321
294 150 -135
58 334 -697
523 325 -780
637 91 -195
606 12 344
372 185 431
470 231 -76
431 122 -61
314 428 -487
183 270 293
334 490 217
475 783 884
725 267 -93
433 368 732
371 210 735
103 233 -888
280 530 -47
614 294 900
455 163 673
161 48 880
52 528 -85
322 151 747
832 707 716
128 130 -300
488 408 -168
595 608 -277
264 63 -980
817 773 -777
447 101 -949
176 544 -693
495 338 -792
821 24 -618
383 39 -733
387 722 459
552 864 832
831 126 612
441 405 624
732 573 748
241 442 -941
299 532 -961
329 170 -928
824 325 779
41 500 -581
163 667 706
186 42 27
85 582 711
597 363 -447
796 786 -756
70 833 -78
647 539 -88
58 451 755
755 342 -45
302 37 821
83 372 62
278 474 -873
39 680 489
784 837 -472
626 324 916
464 362 456
567 490 609
148 822 -430
180 791 8
622 763 713
43 693 308
828 68 -157
812 54 219
367 496 221
668 848 -70
715 769 431
550 193 231
573 394 560
493 677 -828
47 413 405
96 714 -332
291 182 -714
40 238 -246
428 559 748
329 615 102
508 303 -511
335 788 993
532 444 956
58 435 898
835 827 -965
296 443 -893
173 19 892
857 247 -803
176 697 -452
663 704 628
755 296 -296
648 329 -939
608 676 -115
239 99 565
666 335 527
677 200 -117
241 436 482
851 531 878
691 325 -157
28 182 -629
398 291 -593
714 559 -700
576 44 -382
649 489 -570
765 753 -188
729 200 -83
214 309 874
537 123 987
554 797 -247
486 114 305
662 587 941
262 368 862
200 729 -492
819 186 201
219 679 -25
597 184 895
843 731 -132
369 828 754
339 306 139
508 389 952
340 81 115
453 798 -778
107 782 488
244 179 393
499 759 -904
621 320 -326
274 346 598
790 295 -83
330 142 825
406 274 331
536 13 163
131 164 -129
324 276 -36
579 599 -333
40 771 159
784 93 -833
401 774 -402
87 509 710
777 759 820
151 461 -134
24 606 782
16 43 856
648 559 -808
234 116 -260
794 173 -169
515 681 -647
424 335 701
142 390 -643
611 583 618
570 514 -907
297 118 -580
83 116 390
670 95 507
824 571 575
268 853 -588
485 433 996
170 208 733
710 686 -816
862 139 -770
48 557 64
449 394 -702
748 409 -67
648 499 -718
347 28 714
473 597 -263
327 435 -132
323 367 -382
385 320 738
494 478 416
489 237 -209
668 773 802
725 663 201
165 291 -50
196 228 443
118 656 -908
53 858 -59
751 133 943
533 619 620
5 849 -869
336 812 898
493 576 -682
507 764 -213
337 28 -350
503 246 916
117 614 -891
840 529 -22
121 158 381
687 470 593
695 158 754
630 758 143
133 41 256
804 139 252
792 713 -92
648 519 -954
141 161 354
235 16 414
94 340 232
850 77 407
775 716 -414
293 198 79
751 401 879
203 763 978
638 349 54
465 322 875
313 785 791
778 135 -124
123 822 -196
80 39 167
522 190 -649
718 288 -193
331 78 643
18 78 510
54 843 -293
546 542 -954
359 617 -909
183 728 -285
714 672 516
460 12 -545
827 171 43
383 430 283
506 221 21
522 536 -307
141 583 579
861 525 17
37 348 -704
185 798 255
681 67 70
115 435 6
585 607 407
744 168 16
256 352 641
827 125 334
268 528 -855
553 786 -870
778 761 -225
337 245 434
376 358 -905
695 244 946
480 208 440
174 489 -233
377 825 -402
365 8 413
249 319 -451
110 574 -894
811 521 -225
105 137 -148
378 111 267
618 699 -222
193 588 -752
516 228 -821
25 774 447
792 836 -573
737 387 -176
696 560 -799
571 45 614
8 863 595
142 243 -444
78 95 382
507 406 -53
517 151 -653
811 247 343
490 428 -825
542 575 659
90 184 478
117 39 282
732 300 44
218 87 -435
92 543 -762
722 647 531
464 792 -347
387 227 609
754 768 -902
702 84 -463
847 625 674
11 404 -227
553 140 712
580 68 674
448 252 -681
274 556 376
333 201 181
503 578 857
294 417 -912
814 244 193
592 453 5
618 764 -423
436 30 -633
441 161 480
559 271 216
107 461 868
704 639 -92
416 378 113
286 298 779
252 614 -47
456 776 -652
381 494 157
648 48 278
427 534 -1
825 40 468
599 831 -91
496 193 -375
421 847 639
264 80 608
551 761 501
572 306 -7
406 239 -557
424 50 803
458 574 798
625 199 -15
758 421 797
129 113 -292
460 618 385
664 562 -13
536 422 213
673 124 -879
575 710 -244
373 222 500
25 495 680
747 730 467
760 656 -144
486 727 858
299 470 -357
566 824 -509
635 225 -567
750 318 350
38 47 -483
124 753 22
215 139 -764
240 480 -713
109 418 631
649 227 621
643 556 -628
66 291 -229
727 445 49
747 681 -550
249 161 -350
19 555 -1000
423 458 873
617 832 836
738 600 637
766 521 -19
702 302 210
74 388 70
82 439 -922
554 186 887
80 201 -979
409 642 -661
780 841 150
536 220 -597
429 600 65
189 563 -251
847 476 601
279 526 614
408 831 -891
372 651 227
584 592 420
808 162 765
612 374 253
806 142 -448
721 172 921
214 397 448
500 352 -418
619 551 351
56 490 -240
172 548 -720
300 127 -423
95 708 -634
257 602 939
2 508 241
621 753 -998
67 648 -42
665 404 -685
753 437 -994
826 647 769
56 790 -91
799 817 -870
462 42 23
698 18 -26
228 849 327
753 315 773
468 564 -207
715 603 -834
326 405 -761
703 389 655
11 329 -877
856 191 820
528 671 -448
225 845 198
171 207 19
398 206 608
539 206 316
685 354 -471
356 82 -759
312 351 -195
404 540 -711
498 331 -647
338 686 -949
54 642 917
99 539 -32
387 9 -937
590 175 -734
682 103 -180
626 234 -896
379 602 920
70 45 -672
389 329 549
216 726 627
159 276 -624
736 370 573
155 838 -467
863 613 -953
359 559 21
760 61 -279
722 351 64
761 155 349
701 385 652
718 825 345
622 753 658
256 722 114
601 798 229
760 159 -407
121 42 306
838 573 -690
559 602 -11
451 29 175
396 808 -703
364 796 -797
417 372 -734
759 520 -594
369 160 -581
445 305 754
267 767 -285
211 341 -402
70 814 -857
528 271 628
614 835 673
350 387 -64
257 507 -376
648 453 394
121 194 725
314 363 736
687 421 -2
833 411 -423
333 469 -37
216 191 -457
91 314 690
129 173 899
334 549 -78
160 650 266
529 196 256
355 145 398
182 635 734
545 125 221
345 290 447
690 844 725
723 588 -827
552 408 -933
591 103 875
147 437 -603
842 70 343
630 501 173
402 43 -910
679 233 -349
327 157 -469
375 111 908
524 445 711
256 140 -874
428 859 -662
697 685 270
151 477 -939
251 397 693
194 762 257
133 588 986
179 367 554
144 538 525
733 783 -765
305 438 717
797 515 19
761 380 -601
611 486 294
659 863 -253
42 525 335
640 331 129
188 612 477
175 392 -374
633 686 -486
449 655 807
689 404 -683
567 521 259
378 349 45
201 202 -60
33 576 -42
504 495 887
39 596 -231
43 811 880
551 593 -954
445 488 -476
435 830 302
261 77 350
454 653 754
87 110 -210
565 98 263
853 754 -50
508 399 396
662 433 375
278 480 717
843 998
635 103 -734
211 808 -730
255 146 954
393 460 564
512 719 -832
400 491 -821
34 564 -674
839 347 -325
410 9 -513
703 497 786
719 210 265
304 802 47
155 193 -22
17 12 -83
92 718 -952
547 420 971
425 56 -796
480 63 -621
588 610 641
543 797 660
85 750 617
539 98 -27
836 234 -279
436 631 575
619 99 -576
548 503 261
744 230 555
411 517 -22
573 11 114
270 800 191
602 736 307
826 389 -77
14 254 639
116 306 -608
73 429 239
23 180 -552
116 59 465
148 393 588
665 485 388
58 752 653
386 107 -821
3 105 -765
447 361 -843
415 729 -23
603 308 -705
780 522 -740
452 338 -454
433 624 -818
533 170 -27
287 832 427
610 279 -771
81 233 -403
67 336 313
126 615 -450
262 359 477
196 210 298
97 704 26
685 813 101
211 209 -27
247 47 529
278 444 -878
728 842 888
825 475 481
512 188 -191
356 503 16
660 103 -303
51 466 -557
687 76 -661
171 744 828
805 459 614
444 642 951
542 93 -446
298 770 112
685 358 2
525 510 305
687 92 -816
197 603 -780
449 430 946
460 253 452
554 36 440
788 274 -779
300 665 961
522 79 -686
664 296 -326
547 75 104
63 662 -119
547 790 4
276 114 108
326 336 822
300 102 579
167 413 -146
142 258 513
1 653 -767
459 209 354
656 287 367
780 208 -639
575 471 -960
334 568 33
326 303 -165
754 34 -40
370 278 595
6 506 -30
355 446 -62
110 253 705
828 843 -597
281 646 -896
125 748 569
558 79 198
680 393 -128
683 436 -623
642 524 149
542 598 -326
58 101 -987
420 696 597
527 755 633
804 298 -53
790 378 200
170 78 -264
114 650 591
418 163 966
302 386 -185
489 617 310
424 724 -93
643 467 181
464 349 -166
293 472 163
214 97 -43
229 149 12
575 809 62
679 130 -281
2 80 750
24 783 371
839 664 176
622 624 -618
734 447 683
661 593 43
650 809 335
754 38 538
797 777 -191
136 522 -329
515 609 979
533 166 -849
534 148 123
180 126 68
200 825 -292
137 383 -399
785 34 -119
70 62 107
537 72 213
179 283 -524
630 273 673
591 804 585
444 136 -260
282 132 804
96 132 -713
170 644 -510
105 832 696
262 605 841
810 391 160
380 804 -493
473 624 693
842 808 515
4 424 -585
656 186 610
364 490 -177
814 474 9
156 168 330
699 593 -296
87 657 -696
737 470 636
234 200 -215
507 750 -837
754 734 390
226 207 528
314 258 180
754 131 802
773 629 116
398 588 -425
4 313 -510
145 496 -126
393 775 424
194 39 282
686 199 -589
70 376 900
766 724 -593
694 348 -19
699 76 -21
369 604 411
340 742 394
389 118 807
582 23 249
197 788 445
710 342 19
158 22 -143
208 34 719
306 69 -563
761 413 -114
559 126 959
157 206 -100
837 696 -412
797 86 -258
175 149 27
423 270 -7
717 478 -94
231 55 -470
483 611 555
272 188 -591
22 331 -118
27 694 -545
150 245 -744
454 730 -862
86 79 -368
256 610 164
228 805 -887
655 616 205
463 549 -991
528 466 737
639 158 -36
56 820 -738
257 92 -874
742 242 -567
836 654 -592
611 693 -663
426 23 -922
426 718 62
108 167 391
591 589 926
556 31 949
48 782 481
655 743 -691
431 246 209
58 749 -656
262 141 -136
474 715 -729
545 839 29
748 606 -654
451 837 -888
173 4 -364
222 761 691
43 15 877
176 320 -680
214 734 622
175 448 272
57 557 582
332 185 998
772 271 -304
685 374 -648
526 200 -937
134 707 -147
437 533 -533
500 671 612
49 60 633
112 423 524
293 144 623
376 37 -909
254 9 560
106 560 957
102 13 -167
274 409 501
83 167 440
632 613 272
788 11 741
117 1 661
319 222 909
654 193 92
747 779 -963
635 633 71
487 698 -624
821 182 450
202 416 631
261 194 -711
440 755 -118
91 550 616
285 35 -504
458 593 -607
359 636 -468
14 563 -111
644 428 -755
483 837 322
635 470 630
782 688 807
592 219 102
111 367 -910
475 772 268
280 777 959
113 598 -254
780 638 957
638 323 -10
188 22 33
61 300 -495
416 829 -673
213 332 787
240 588 -353
108 687 648
654 536 407
412 375 -942
723 397 -16
173 654 -462
378 11 -389
492 591 -242
481 632 174
635 789 753
44 116 785
241 90 -264
605 752 -979
487 365 617
404 329 408
481 163 -195
451 504 738
597 712 873
219 575 -630
457 186 -67
68 618 126
426 245 -10
710 330 -304
229 168 680
768 32 483
117 800 656
76 620 -963
364 549 -783
268 139 531
843 155 413
142 26 765
212 201 340
744 35 -140
404 161 -423
553 37 535
753 152 -585
705 67 477
217 361 -636
532 810 854
453 67 218
590 732 541
590 422 141
278 614 -402
421 314 309
320 754 371
683 101 762
382 675 -952
576 243 9
154 827 186
830 337 479
244 607 174
808 474 451
424 48 -849
141 317 934
560 484 325
240 399 986
561 725 924
376 166 173
