19
989 1603
400 532 758
279 898 442
632 928 915
491 477 814
78 178 244
265 38 337
982 473 321
799 49 645
4 242 814
803 259 598
146 374 824
365 62 32
815 201 778
135 530 488
714 497 379
622 762 526
592 121 912
247 347 130
570 257 554
408 447 388
420 819 695
653 193 720
261 320 786
189 962 646
838 338 693
976 684 858
834 807 552
717 25 744
304 437 672
86 199 237
725 218 168
298 194 713
126 520 817
684 791 661
938 629 423
278 739 826
660 212 102
548 247 981
873 131 718
224 5 223
350 226 726
494 292 347
289 628 947
459 716 102
471 78 903
848 112 730
951 629 451
529 461 867
486 752 832
877 739 763
580 691 1000
525 777 166
525 516 406
924 837 691
956 912 704
475 814 699
847 281 203
621 402 555
624 643 651
449 824 749
678 276 576
480 447 978
183 418 452
267 435 891
110 574 917
481 453 820
140 985 442
675 485 194
458 288 861
977 82 919
378 281 716
844 24 682
441 610 892
312 255 116
278 538 512
470 706 862
556 398 526
421 434 461
193 323 613
159 282 845
904 690 656
895 892 535
644 523 759
150 656 535
283 140 1
218 791 8
700 390 719
757 721 704
578 17 801
52 194 211
888 13 386
915 467 113
54 685 42
267 167 944
195 192 301
461 440 356
679 479 17
230 695 157
458 239 24
857 85 936
715 246 297
142 765 580
837 984 437
817 61 343
402 417 471
511 355 981
592 388 629
914 512 513
878 976 112
133 27 214
375 759 457
80 957 109
392 44 250
143 858 934
313 867 870
519 183 115
173 360 644
118 401 826
950 953 613
421 647 229
552 910 476
89 139 319
303 832 602
396 364 551
422 234 430
578 642 935
835 3 345
645 211 892
212 241 501
190 959 778
567 385 625
477 651 943
910 895 544
138 832 115
629 495 431
230 914 280
906 685 417
68 442 173
156 636 485
699 674 190
429 741 306
765 607 991
335 310 263
487 162 826
669 974 95
714 186 537
357 549 404
35 196 18
273 200 390
735 237 859
367 202 933
902 23 567
838 670 970
903 365 961
723 284 633
812 105 776
187 340 271
335 107 996
876 537 779
178 133 444
650 252 604
898 280 899
497 918 449
786 799 275
337 160 441
156 197 565
725 641 390
983 416 968
607 158 847
419 464 896
661 781 222
327 816 226
125 185 192
895 667 545
48 252 85
170 51 447
416 16 696
182 822 465
917 883 178
849 411 943
426 653 808
394 407 74
528 444 509
119 216 376
730 311 147
437 609 333
116 244 532
350 839 689
652 903 422
58 432 126
349 892 648
57 539 788
438 669 428
32 295 714
19 33 963
921 430 95
964 342 185
656 16 908
722 449 14
392 517 997
607 661 663
791 141 739
548 872 477
554 801 504
635 169 438
50 724 630
447 828 699
246 542 747
550 370 154
748 417 456
921 776 795
183 99 355
18 804 865
252 351 996
508 392 226
522 16 899
161 225 878
94 426 564
715 98 851
960 42 825
566 726 239
545 283 269
263 652 83
220 545 196
37 171 100
482 194 963
513 802 428
836 606 649
595 761 96
13 45 767
785 34 567
647 715 330
607 181 786
377 388 578
491 20 773
969 834 624
621 7 118
948 221 652
114 281 854
766 941 385
843 233 788
253 688 834
554 242 40
86 307 712
380 420 431
717 213 612
103 209 175
216 546 136
440 197 275
197 263 572
692 201 134
94 205 422
375 462 22
37 214 775
476 349 581
698 537 626
478 122 893
457 187 418
200 231 164
896 61 200
307 670 647
498 108 289
608 67 543
796 414 555
435 300 293
930 151 93
894 510 618
567 753 739
850 403 163
696 414 832
231 852 911
688 823 52
858 164 207
916 280 386
147 398 772
691 82 499
925 879 103
590 484 598
156 439 519
463 238 385
689 938 576
305 362 343
306 523 778
987 626 998
299 575 419
820 933 189
806 724 719
848 673 904
166 342 428
884 836 65
755 899 631
48 645 854
38 93 525
129 370 13
885 647 918
304 172 864
450 271 111
651 404 668
662 683 615
119 367 927
578 555 716
643 615 344
49 218 834
401 302 689
213 580 670
510 808 179
519 71 446
560 341 904
118 426 10
509 754 846
505 979 719
408 962 909
180 707 62
669 702 671
170 748 27
61 178 116
724 371 905
106 639 160
573 667 616
379 35 155
615 847 798
322 874 188
585 450 724
723 929 516
417 508 799
884 27 233
163 66 988
344 428 750
771 125 755
730 754 339
267 788 807
559 921 225
19 690 233
811 314 848
655 129 10
936 568 551
480 504 220
218 695 552
152 406 897
367 497 931
66 376 839
734 825 953
412 467 661
302 907 958
294 277 106
925 910 315
758 225 899
609 793 625
89 681 71
135 349 254
3 278 641
354 790 443
204 827 654
140 342 512
670 533 113
314 784 735
194 493 986
427 588 905
190 178 203
570 799 514
709 436 573
797 425 587
563 171 117
48 464 45
375 439 778
761 776 748
192 895 635
582 625 58
402 821 6
290 385 52
647 527 149
973 46 331
753 62 856
593 891 967
399 872 616
230 154 597
119 823 568
324 245 943
715 922 303
123 328 67
515 394 567
422 737 244
181 653 518
42 322 627
242 434 319
114 357 33
26 525 733
569 43 212
201 468 480
212 334 820
411 377 163
578 470 404
726 886 141
734 982 475
43 718 850
678 617 617
26 786 975
393 579 290
615 686 615
845 817 577
935 438 411
919 428 895
907 598 473
783 288 824
882 906 512
981 171 801
967 917 520
723 200 949
872 905 284
325 909 985
799 797 632
145 27 145
424 170 668
529 525 947
514 611 245
369 640 427
108 561 83
783 77 564
92 456 12
477 896 66
527 725 300
594 444 830
63 377 88
496 596 746
747 754 577
292 665 207
57 829 620
559 121 755
769 738 926
877 952 884
385 586 777
12 203 144
24 962 547
383 854 183
919 974 225
562 529 324
153 341 660
952 195 9
847 302 627
361 941 154
87 233 655
544 541 494
746 500 265
105 410 742
956 885 864
298 113 448
448 422 910
722 68 884
914 615 835
936 538 262
358 779 17
82 936 616
819 319 333
657 913 668
323 721 956
946 957 893
54 83 700
501 383 66
632 196 977
551 78 919
177 364 261
786 304 716
853 516 600
120 834 481
168 757 134
567 765 726
102 740 776
749 81 82
92 516 330
171 980 296
152 844 825
829 797 475
387 980 572
653 251 928
522 662 526
843 705 236
319 868 405
687 265 874
878 626 503
334 846 740
541 364 527
413 825 978
686 327 384
526 31 604
817 494 995
829 222 689
428 588 626
652 583 118
542 361 677
529 120 422
209 721 259
677 541 380
211 739 845
248 567 821
781 357 390
579 892 538
875 404 296
566 212 628
191 981 250
979 824 723
251 200 391
888 513 382
972 517 756
21 825 6
104 809 202
469 680 601
437 743 194
845 665 817
100 266 311
483 725 832
192 35 866
730 686 853
883 594 700
826 522 371
526 348 68
742 153 600
468 177 959
759 756 255
486 64 66
846 179 505
882 77 389
808 668 481
583 183 497
507 886 494
966 85 731
487 601 825
886 747 658
400 193 470
302 305 942
77 709 982
638 509 712
216 632 234
179 769 701
570 434 84
350 405 348
187 962 405
249 606 843
209 371 681
336 80 820
564 485 61
329 321 211
678 81 851
268 127 340
223 679 180
747 296 395
105 804 773
646 963 690
406 9 890
800 283 226
233 649 958
916 875 586
836 20 51
621 243 872
238 616 353
672 782 506
403 839 97
824 666 516
419 454 957
277 776 468
597 777 703
856 448 730
823 700 397
861 274 808
17 808 793
853 75 155
474 232 138
678 420 515
194 229 223
338 59 391
29 696 318
295 4 341
290 769 444
976 668 737
833 525 597
206 701 957
663 834 177
552 17 982
80 101 910
730 474 684
410 444 628
953 256 169
542 511 342
734 81 789
259 613 989
532 420 236
903 968 659
133 374 515
258 141 623
75 73 896
953 27 971
831 345 420
434 27 944
976 122 138
503 123 408
511 407 40
310 122 136
647 683 760
120 648 339
187 703 126
946 112 138
113 853 270
352 917 838
659 429 451
458 677 114
203 403 758
692 353 618
937 979 25
941 947 169
192 284 617
437 786 847
56 168 955
600 96 766
260 752 72
694 525 388
115 380 710
434 607 118
417 317 429
323 962 321
507 944 44
363 601 917
701 743 584
418 980 4
725 531 571
272 959 185
50 749 221
426 164 691
545 797 491
420 691 499
138 57 941
510 954 765
224 23 108
982 289 882
878 609 245
77 485 178
684 732 479
390 241 659
678 396 854
659 296 562
245 979 211
330 947 330
670 92 804
290 267 804
445 436 672
761 474 757
740 10 24
115 229 852
194 971 184
152 442 257
324 322 350
416 186 555
632 880 985
199 776 241
334 466 307
513 386 27
32 187 582
815 767 178
809 785 428
687 235 598
778 82 518
453 574 561
657 231 689
39 248 997
828 977 101
238 355 720
719 222 44
49 941 423
604 747 453
739 186 172
450 689 803
735 404 542
78 62 714
550 517 527
322 68 383
594 85 925
299 822 82
268 207 746
937 118 125
940 59 211
644 545 23
348 101 160
1 89 318
583 830 942
886 899 377
538 525 352
341 405 990
339 298 12
12 570 700
708 670 441
500 499 405
833 916 4
59 165 132
951 657 812
742 468 892
356 156 642
660 149 118
902 986 957
879 245 54
20 924 552
356 557 535
703 342 808
781 338 276
921 974 839
67 701 754
441 927 746
960 167 663
920 713 628
513 187 35
418 246 511
787 252 170
347 772 801
190 754 644
331 714 481
114 739 86
961 147 216
946 621 820
606 359 694
201 584 677
685 666 851
142 763 65
487 112 262
45 563 522
443 757 67
396 31 41
605 30 591
1 171 471
625 191 88
930 625 125
896 81 750
265 387 248
317 689 785
722 586 864
83 672 714
37 241 110
337 643 647
101 853 379
412 255 26
851 344 103
496 443 463
794 480 705
624 315 866
182 679 525
901 36 719
595 491 258
839 615 512
283 164 979
8 347 924
799 287 452
120 664 221
885 638 192
872 240 956
694 131 901
477 573 974
713 803 617
871 834 323
220 98 340
581 330 176
802 322 680
731 457 224
359 257 712
266 602 36
480 874 618
342 729 450
681 431 663
182 240 163
613 722 279
193 369 897
298 898 380
979 579 433
672 890 833
335 840 932
911 686 999
900 819 936
119 599 766
104 321 970
442 427 599
19 616 575
396 985 74
173 556 285
744 625 245
673 586 876
879 594 414
784 863 139
850 666 934
499 95 279
193 89 580
696 559 813
741 536 231
156 519 857
60 790 959
50 457 529
961 671 319
70 620 406
517 1 477
210 181 380
721 346 397
819 707 157
131 304 486
271 383 457
751 756 932
8 354 21
141 842 62
756 265 447
824 887 957
943 732 346
656 735 791
363 478 752
80 532 944
104 877 188
382 893 385
877 755 174
549 952 438
603 88 319
463 836 644
2 331 84
831 612 110
668 302 762
385 372 375
382 236 586
671 820 188
855 753 122
560 178 79
707 56 931
822 462 573
166 877 894
19 748 823
575 126 554
563 422 881
350 272 46
868 673 915
316 688 472
211 857 27
973 145 555
408 136 250
658 137 294
338 508 635
48 785 512
318 98 6
21 435 594
78 659 904
26 407 407
829 20 389
806 908 888
704 942 89
755 596 542
50 293 124
276 825 264
299 922 896
357 907 918
400 813 30
829 843 665
88 284 132
108 884 994
258 599 580
144 587 984
106 816 99
355 670 229
352 370 309
581 556 889
564 701 174
206 193 262
668 788 850
74 936 340
429 525 959
552 311 346
388 145 850
756 902 21
11 277 914
640 105 615
351 879 495
319 900 249
248 924 986
704 468 230
427 533 382
333 122 638
812 682 650
27 264 864
459 441 464
87 578 794
392 979 585
441 696 66
727 788 942
938 207 758
96 222 838
231 271 795
865 799 350
231 33 428
192 886 408
406 55 118
661 52 797
837 76 67
812 430 498
79 538 166
484 255 573
128 582 203
66 315 219
895 884 998
981 313 909
755 961 712
34 620 687
573 919 337
54 302 723
256 22 337
731 419 257
255 213 693
45 475 994
853 594 466
23 83 793
120 768 288
95 346 676
564 696 150
903 290 93
596 747 160
405 939 590
499 751 839
873 296 725
630 832 25
626 133 638
257 185 611
24 281 278
276 77 176
519 184 235
319 878 999
90 947 863
376 641 569
646 202 396
445 892 493
613 477 958
707 604 653
715 526 80
785 681 147
775 682 204
66 168 352
387 69 915
511 275 752
986 270 981
656 428 595
203 971 77
740 864 602
607 590 893
609 899 545
333 374 459
701 542 194
425 855 138
643 989 472
13 597 867
884 385 623
33 119 863
980 793 202
974 607 561
582 263 327
351 867 903
586 197 370
70 695 347
299 798 711
742 737 226
481 541 577
843 646 399
673 881 906
461 195 689
724 419 393
380 434 635
589 837 103
695 287 206
121 852 173
865 81 528
68 219 590
600 823 89
356 701 433
366 801 796
946 650 774
764 759 790
508 533 117
879 674 770
164 536 133
41 768 279
385 63 800
85 71 898
217 59 133
518 54 364
564 704 281
92 714 883
446 542 6
35 554 104
264 547 626
177 569 100
46 435 812
729 219 534
251 174 385
158 563 222
17 850 165
875 44 592
806 188 620
624 150 158
677 975 947
184 910 345
608 388 905
439 777 659
78 623 178
10 701 440
948 359 898
870 196 878
929 52 854
513 275 384
721 379 182
43 979 168
8 51 769
677 265 523
805 69 782
563 503 602
984 722 5
317 483 597
293 881 147
25 484 835
288 191 221
823 267 653
413 191 921
845 579 404
271 862 696
829 657 4
118 817 982
527 543 291
160 889 687
827 775 606
707 517 515
778 494 272
66 583 534
45 689 641
122 792 843
111 571 376
987 195 4
569 14 446
206 791 413
297 568 463
245 669 421
760 738 811
675 769 233
317 933 244
522 56 179
63 925 964
549 511 988
603 669 769
85 759 339
537 731 113
909 722 271
208 93 661
989 49 34
472 764 27
590 237 459
499 783 753
935 915 592
78 740 712
433 342 585
865 612 665
239 276 972
619 738 34
193 542 667
300 454 964
386 199 472
313 707 530
489 856 127
925 110 306
525 820 835
646 7 285
584 273 363
821 463 421
760 164 47
928 941 583
725 792 406
354 670 909
949 278 85
411 284 318
85 949 232
125 749 415
907 1836
716 843 356
492 330 124
169 728 392
205 99 503
585 289 267
17 694 627
105 139 844
41 62 12
109 352 297
143 252 460
887 541 488
880 233 293
143 681 423
620 869 433
3 838 212
776 884 985
270 350 164
413 860 900
143 579 807
285 504 353
805 151 378
262 389 782
281 104 137
169 184 540
311 701 738
666 400 942
658 35 688
158 256 368
454 274 670
409 375 589
194 2 272
479 577 217
178 405 158
523 15 55
661 446 257
354 591 103
785 760 343
73 180 682
211 353 389
126 876 400
400 844 250
185 382 783
879 707 99
783 177 782
22 419 146
77 744 100
175 66 390
261 210 970
481 463 6
433 250 280
176 485 808
270 374 376
444 119 899
143 612 103
586 476 741
89 617 426
816 298 263
785 303 759
201 153 594
102 88 925
494 484 681
112 513 635
850 894 87
503 812 313
359 668 886
213 445 258
86 493 712
682 406 711
441 803 893
792 192 472
708 727 887
150 132 261
205 710 470
640 823 959
659 755 172
808 794 153
38 350 87
783 797 500
544 258 435
197 612 3
715 860 929
44 210 340
676 211 912
252 257 718
91 291 17
3 408 769
494 818 421
144 822 757
609 482 917
36 494 743
710 122 55
665 224 906
684 787 195
388 59 85
141 147 249
545 224 426
467 286 763
646 763 476
887 678 409
74 24 556
738 714 460
529 578 165
880 64 135
489 534 307
665 14 99
295 572 258
686 275 193
117 681 128
110 416 986
113 544 752
312 594 485
641 569 954
757 93 347
838 192 867
828 34 613
354 570 709
634 854 235
886 369 104
728 878 461
127 631 189
845 698 610
655 199 262
540 435 79
334 741 78
189 387 417
552 462 741
394 167 690
624 391 676
644 694 118
839 855 199
876 122 297
443 711 885
294 22 749
444 738 742
261 53 642
897 461 88
454 643 95
441 424 895
12 95 385
294 30 238
576 564 265
611 119 760
419 767 111
148 208 680
346 898 586
344 638 828
572 719 997
684 560 757
55 786 242
806 446 704
478 767 189
164 182 617
86 7 759
550 87 492
497 793 781
204 571 829
111 601 105
574 29 903
206 295 324
415 172 708
532 853 326
176 413 380
460 168 700
770 706 854
516 542 157
843 625 261
301 885 850
607 853 891
686 277 728
165 49 920
26 652 787
31 567 788
412 634 790
476 380 167
165 193 81
602 161 719
650 386 285
740 764 379
227 388 478
203 508 75
561 832 593
314 701 541
743 3 327
703 165 935
879 800 993
541 1 130
621 181 441
596 799 548
217 125 94
452 663 719
427 130 161
350 878 939
340 400 812
700 903 512
216 163 58
107 740 898
680 638 416
755 15 502
316 714 396
192 746 402
461 91 965
477 40 760
569 304 583
814 125 245
441 251 332
395 43 845
715 302 572
560 517 221
663 591 810
750 338 277
571 658 972
735 304 749
695 576 699
483 716 950
615 855 788
799 61 985
717 396 355
815 705 85
30 270 594
541 636 274
436 641 531
538 863 541
41 851 931
597 786 213
59 233 22
669 400 450
396 150 980
712 628 887
464 598 678
51 347 699
899 793 471
892 848 150
153 283 755
667 630 411
736 205 390
523 89 223
322 873 168
748 723 11
296 225 460
372 59 205
405 204 314
470 667 745
327 246 735
55 388 164
377 48 615
578 801 729
45 400 864
487 682 988
601 150 469
710 24 647
423 545 481
886 123 768
107 2 132
654 49 295
119 870 152
223 339 811
739 321 179
657 491 997
13 518 857
719 625 843
605 676 87
622 105 359
184 762 263
316 266 607
867 675 668
254 425 129
157 286 503
144 350 468
504 394 223
243 527 41
93 243 297
380 350 113
607 37 508
126 211 294
808 247 781
490 325 395
718 10 850
350 580 3
54 332 695
662 282 966
389 784 561
748 359 596
565 422 847
500 406 663
126 871 201
586 840 10
623 293 375
394 469 303
739 365 319
746 123 12
262 799 699
574 889 527
706 820 746
57 178 49
6 562 436
819 170 215
308 728 976
166 185 752
140 627 546
334 423 890
432 651 754
880 449 541
415 372 700
668 341 859
288 112 461
818 60 154
446 797 327
741 1 27
295 268 385
758 707 572
93 251 305
218 51 906
873 250 669
373 8 6
907 63 346
882 120 264
77 3 594
54 60 597
68 523 450
430 475 875
773 698 842
745 722 66
627 846 823
331 854 582
899 127 941
147 720 743
743 477 981
383 818 905
637 750 674
25 317 908
95 904 340
134 350 661
353 806 609
101 817 835
748 442 593
614 641 835
864 227 126
828 60 542
144 689 922
711 608 875
395 685 893
844 89 526
874 92 456
195 584 512
768 30 471
205 437 151
366 432 413
682 709 510
186 289 839
376 79 63
149 775 208
559 366 356
491 837 629
421 118 872
835 632 190
614 695 776
227 687 499
796 645 625
464 411 744
170 659 770
53 296 745
224 597 237
317 743 337
214 81 589
763 141 813
853 25 193
837 169 37
69 301 246
129 644 302
685 478 891
567 158 123
796 268 963
613 270 324
286 484 742
74 586 58
561 716 259
108 413 812
771 439 294
700 173 365
227 73 222
829 25 769
435 850 80
777 617 494
731 788 736
225 673 349
33 794 91
195 666 211
244 520 315
273 473 678
61 173 909
51 489 285
257 225 280
548 691 57
637 183 961
681 140 819
553 255 734
121 694 955
643 710 150
117 616 832
399 91 865
69 254 635
12 769 609
774 879 609
353 308 146
226 890 667
887 2 10
553 75 530
519 8 259
538 494 973
377 769 390
233 419 369
791 447 274
184 173 541
739 308 297
454 337 387
583 898 983
874 689 963
153 266 558
477 137 423
732 86 172
232 592 338
671 211 342
815 348 446
649 884 491
204 394 925
756 451 93
656 457 67
761 537 289
783 537 614
643 666 840
551 12 393
407 902 400
816 138 92
545 51 862
172 426 386
683 361 257
567 880 480
838 378 423
561 905 179
8 670 266
131 95 836
904 369 706
181 879 528
816 257 763
456 876 684
32 722 604
546 360 345
753 398 222
842 581 810
766 157 33
19 904 661
860 884 35
728 242 904
489 234 959
538 418 182
842 261 291
853 780 34
192 736 696
780 262 559
103 108 794
304 2 966
340 206 174
462 716 552
618 763 483
356 442 591
91 347 296
530 519 237
212 366 74
766 612 612
584 520 287
445 142 4
67 552 561
764 859 106
771 623 846
34 527 79
581 574 565
176 568 645
626 520 357
11 550 185
829 96 757
409 822 611
312 502 136
839 761 218
687 214 332
881 768 345
665 735 726
485 816 596
448 413 774
17 398 620
840 377 988
568 419 896
493 139 191
527 556 107
901 576 201
871 8 496
455 340 890
398 675 834
459 711 375
23 124 251
645 864 328
759 456 255
439 790 666
270 530 705
875 603 508
689 251 523
401 536 997
252 849 710
758 161 667
714 96 477
704 571 100
549 195 434
379 442 239
424 82 522
489 603 261
803 669 219
419 560 702
896 864 483
43 748 765
746 198 508
45 139 476
837 372 517
851 502 67
481 306 340
455 464 253
683 862 898
429 360 531
200 222 989
119 209 791
532 462 999
128 221 704
372 591 314
756 329 304
64 558 886
836 345 928
396 125 474
259 80 630
853 685 324
292 254 273
562 332 837
91 886 327
888 778 860
565 661 573
128 317 695
82 851 765
846 620 299
402 101 920
214 308 251
608 109 625
357 543 356
744 423 8
899 186 490
218 317 84
146 172 180
641 513 657
82 838 133
237 133 110
615 153 781
776 61 905
717 129 558
221 162 683
151 744 908
634 119 322
697 558 524
354 161 424
293 575 862
21 588 294
753 674 624
451 46 798
683 254 716
443 362 591
777 849 191
582 264 260
596 378 857
158 327 477
80 465 276
869 385 479
493 219 965
569 669 192
862 804 414
421 712 782
348 738 654
166 431 363
610 194 5
575 412 340
261 570 775
870 779 233
545 441 598
190 836 867
518 182 495
828 193 547
127 103 84
99 906 440
511 105 101
332 10 320
369 572 558
738 184 419
547 719 701
218 416 303
397 707 742
330 437 288
757 1 34
861 213 588
270 491 395
220 767 650
748 548 524
62 737 994
96 307 480
33 522 613
596 115 931
114 778 511
413 349 213
244 411 645
30 453 479
310 275 856
812 479 286
845 793 784
450 161 223
303 514 861
427 178 458
821 649 546
868 303 128
461 611 416
174 631 806
588 666 517
295 455 374
41 577 226
754 617 412
817 611 399
526 445 99
594 347 531
323 854 75
661 247 788
219 558 660
303 636 406
274 563 858
884 705 843
188 425 642
62 877 35
246 565 871
338 140 929
191 824 983
46 338 207
401 677 471
96 585 957
683 180 796
405 417 112
420 497 583
897 824 210
430 294 749
25 126 214
855 857 46
348 454 57
9 423 328
453 734 602
322 350 243
402 501 480
332 544 762
820 216 707
673 581 271
274 799 276
249 379 628
532 155 552
430 293 971
769 177 540
26 296 149
67 886 914
762 512 174
34 804 23
426 128 202
264 472 546
258 439 569
178 356 735
787 130 511
527 45 318
227 640 46
264 97 860
854 50 525
368 396 226
188 478 826
319 549 952
819 101 141
746 507 518
233 734 20
602 323 727
833 659 220
168 784 838
700 702 540
553 189 31
180 298 516
664 583 12
214 830 500
262 85 808
906 418 962
101 502 991
406 329 102
659 65 836
656 804 168
685 196 187
200 678 45
76 679 189
857 790 951
899 337 261
900 690 717
356 555 993
451 46 858
576 786 974
454 26 579
407 244 75
301 623 773
219 794 665
227 471 391
394 93 28
813 726 623
502 805 171
645 312 591
611 337 733
321 410 330
341 226 597
350 594 123
715 203 643
317 184 356
625 196 785
440 396 576
894 591 235
641 129 503
256 446 767
366 239 596
