1000 2881
173 482 88
171 885 281
11 33 446
322 286 216
486 328 692
10 597 40
55 852 837
557 798 523
897 243 661
372 454 344
88 306 673
421 212 97
119 421 972
509 429 101
591 875 804
636 344 499
289 885 568
758 824 606
753 298 682
496 261 862
694 58 607
134 664 745
298 678 633
928 122 803
635 183 522
919 666 549
605 266 718
116 201 718
652 396 181
562 26 540
487 793 661
479 768 400
745 612 31
903 628 823
183 493 259
647 582 387
938 962 409
574 694 357
491 530 254
566 420 455
663 846 690
425 980 696
356 307 810
703 101 62
844 646 209
295 245 920
769 565 838
251 147 971
284 793 450
468 762 728
920 337 346
646 3 672
77 112 424
615 954 283
154 595 662
369 69 364
252 892 368
662 295 538
981 620 553
221 635 225
327 906 822
906 945 877
78 209 437
748 361 385
660 459 102
101 202 266
809 697 894
548 455 855
702 540 593
731 437 904
829 667 473
397 244 139
432 705 933
766 939 741
659 673 751
879 173 178
219 223 822
444 65 580
401 923 219
422 534 802
681 751 204
906 739 424
900 123 132
930 301 803
898 354 639
681 230 598
311 630 15
780 695 622
581 108 600
505 308 181
28 330 658
232 272 733
170 8 487
663 441 259
801 477 203
978 91 977
758 472 317
65 36 823
377 529 160
517 704 382
784 757 179
226 57 192
918 588 712
517 453 899
808 700 161
755 769 903
129 743 182
764 142 116
716 53 682
283 886 448
646 716 64
297 285 658
465 655 638
349 946 145
722 70 19
924 142 936
150 759 498
460 115 299
740 539 807
406 595 306
30 46 372
4 889 817
976 161 450
579 387 367
901 961 672
663 197 10
408 176 436
990 824 288
727 104 283
915 269 69
455 25 122
84 932 73
873 916 498
556 293 617
245 115 27
197 30 300
106 149 985
82 123 164
890 467 221
693 33 189
651 471 134
94 376 907
549 487 470
694 826 593
254 855 113
293 740 478
779 691 246
156 68 177
67 512 989
122 40 918
496 184 813
133 283 779
204 883 768
3 13 967
402 102 72
965 342 801
193 748 126
569 616 666
566 313 262
401 319 630
437 429 182
969 648 417
594 624 77
968 956 965
78 654 225
320 476 370
254 94 36
321 414 927
413 605 897
808 876 837
341 528 322
587 221 685
522 164 651
767 27 835
873 202 669
537 306 209
843 636 284
910 60 822
351 706 70
369 704 61
269 41 139
958 403 553
667 319 582
618 733 200
834 765 894
424 576 876
102 454 810
504 674 137
170 585 65
784 830 659
195 633 266
412 148 968
507 248 341
917 407 627
802 956 578
466 184 989
794 998 588
816 15 139
270 321 303
902 460 44
652 270 1
650 470 348
554 405 915
479 495 593
765 261 630
404 283 165
805 668 552
644 184 257
567 272 555
420 767 395
537 17 137
553 894 323
6 452 54
918 621 964
289 14 85
932 938 85
730 834 238
192 175 596
223 580 455
649 492 720
566 198 88
665 632 7
396 256 880
830 367 645
14 764 711
205 153 829
439 339 381
963 357 573
851 286 429
827 63 766
934 860 71
898 469 320
246 102 812
919 916 486
140 29 556
803 959 366
429 755 596
10 498 728
541 792 804
148 593 980
158 355 373
975 865 560
493 396 888
235 580 19
621 47 562
113 578 76
212 606 498
354 824 663
3 956 309
428 617 280
120 579 193
48 940 425
261 696 959
531 185 895
754 805 193
953 558 112
32 224 302
157 760 124
43 300 923
299 683 887
397 95 518
95 863 398
111 405 323
8 590 137
921 91 582
416 229 275
720 204 392
111 862 211
358 977 885
565 797 567
7 321 382
219 58 654
758 508 385
614 366 508
971 455 987
421 4 463
828 721 343
183 150 696
411 406 473
545 417 151
871 563 449
115 38 951
834 783 959
461 321 240
165 914 401
255 535 755
754 110 559
367 320 833
153 343 47
126 131 931
950 444 904
439 122 546
223 549 731
428 291 701
247 122 519
390 486 784
80 125 562
162 519 407
960 546 583
280 436 598
989 667 975
278 428 132
708 914 24
218 400 94
483 966 870
888 757 915
847 503 175
667 241 546
792 376 827
806 257 921
935 32 276
375 639 841
798 468 752
312 819 896
689 44 540
506 617 296
854 671 831
246 981 238
454 794 833
303 409 984
277 275 460
211 904 318
792 356 199
782 157 242
371 491 480
203 282 258
16 719 777
923 19 275
989 819 771
881 609 809
801 533 4
264 122 953
801 115 137
208 920 865
355 869 901
974 410 399
778 41 606
579 543 679
717 602 424
138 354 412
830 168 548
876 327 893
468 17 153
57 169 319
61 796 575
827 62 914
424 673 843
398 754 391
348 700 178
139 708 8
311 864 14
685 736 679
227 855 891
406 979 205
553 636 589
56 45 477
916 590 383
912 240 938
122 25 101
994 948 313
727 128 352
801 960 246
436 392 417
453 845 607
276 5 692
518 680 555
419 363 934
729 24 919
273 611 997
548 398 752
539 48 303
686 771 348
548 22 764
292 110 628
744 753 150
979 576 362
550 331 505
228 169 354
461 296 455
239 241 891
352 628 388
965 255 156
241 16 325
283 619 994
205 290 904
740 332 578
70 563 996
635 583 124
735 319 545
610 337 289
434 966 705
106 403 649
297 278 694
208 30 844
316 63 306
597 79 123
479 868 262
318 793 485
489 474 629
898 519 636
123 328 907
312 81 474
132 800 451
247 730 314
65 645 631
897 100 639
228 774 551
230 159 457
469 62 764
144 103 931
368 95 173
232 615 593
78 125 288
696 597 97
759 860 298
932 173 782
204 821 762
5 255 933
88 427 867
177 773 403
997 564 305
499 867 142
56 815 250
149 450 830
545 623 725
788 599 827
533 286 797
588 930 737
100 345 814
954 428 25
388 741 919
850 809 378
751 888 287
50 395 92
733 804 225
446 320 149
320 497 451
166 588 167
907 70 624
900 607 15
697 472 329
506 28 819
207 483 586
749 496 872
616 96 123
704 150 712
772 975 54
137 142 676
872 249 314
864 625 792
956 155 795
784 813 999
14 229 876
762 380 696
569 764 862
720 393 539
627 830 839
464 97 95
110 831 45
973 797 303
716 535 898
429 142 463
686 436 718
229 913 823
689 147 942
450 853 378
36 787 995
745 562 176
792 587 403
702 596 789
952 332 716
824 376 905
285 973 404
753 317 575
38 799 437
76 605 776
251 24 866
642 767 377
850 796 452
837 850 592
618 651 770
616 712 326
497 257 241
401 673 262
142 883 52
402 7 753
805 587 187
354 30 650
459 410 414
278 697 801
902 120 227
911 946 753
625 293 8
823 568 60
707 614 201
794 239 286
8 600 476
880 368 976
567 812 572
575 798 825
542 388 116
244 628 44
121 809 503
883 969 270
745 645 84
706 317 289
473 821 595
49 865 903
756 612 860
960 482 754
891 563 349
292 787 102
603 975 704
436 207 178
493 418 737
525 588 304
6 545 541
734 924 709
662 34 106
882 447 580
88 47 661
472 96 259
53 912 751
67 468 878
454 382 168
48 246 463
638 881 603
227 665 448
909 378 286
579 169 966
154 289 622
20 442 834
326 398 151
596 770 352
792 669 570
607 551 802
914 110 603
720 377 178
262 572 557
221 104 733
867 912 613
433 892 991
521 590 221
763 357 397
541 413 936
276 451 673
706 935 197
482 687 512
681 985 163
494 749 783
900 671 606
719 526 442
947 661 742
163 806 922
560 120 613
41 243 983
153 156 915
83 356 576
602 358 132
76 231 40
568 780 521
51 271 391
80 940 626
640 172 844
360 418 58
175 569 546
988 158 900
374 105 797
961 309 441
518 152 543
966 394 522
436 464 751
475 487 324
420 244 277
998 568 610
454 415 628
401 558 33
563 421 427
959 615 238
636 66 704
833 753 866
123 150 471
687 14 231
194 544 763
37 725 527
740 796 648
411 34 727
175 665 624
817 553 616
267 945 247
304 342 481
273 266 879
89 168 206
771 303 87
565 652 946
163 644 87
222 400 828
212 120 617
47 33 616
663 73 129
362 355 205
303 378 292
200 725 315
767 37 57
890 627 431
533 880 420
791 57 484
25 636 51
833 307 170
879 503 219
46 138 562
654 70 79
778 905 991
900 852 855
353 947 584
957 305 678
571 412 486
157 722 953
517 426 283
687 737 132
498 27 789
917 462 62
693 508 648
837 78 120
881 19 635
241 320 329
728 800 789
482 403 570
645 153 381
385 625 512
621 406 299
814 197 508
4 568 240
171 646 424
855 14 975
891 396 741
662 521 176
289 966 741
366 498 362
955 145 651
967 303 27
690 674 442
202 189 178
241 502 108
190 298 124
595 947 363
451 242 60
446 151 936
818 687 275
447 514 766
457 744 872
80 832 791
327 839 46
325 617 33
326 947 898
789 45 840
853 704 382
730 127 21
822 60 183
522 128 210
212 920 229
30 167 46
971 219 592
148 257 127
899 582 504
136 559 955
429 611 903
498 637 643
248 856 623
832 664 320
930 412 537
330 262 666
731 3 874
549 536 852
653 60 874
252 891 914
824 113 939
856 891 841
68 635 911
326 823 127
640 519 392
217 282 748
811 373 681
407 556 848
484 890 83
9 69 608
176 643 25
237 221 123
486 659 83
788 996 178
510 31 631
424 243 683
130 695 591
369 604 501
391 272 77
466 599 240
932 844 760
609 271 485
510 668 109
896 802 843
718 629 145
939 144 6
342 627 143
977 311 133
976 714 706
850 329 869
136 690 387
511 81 730
888 960 687
143 486 910
834 468 538
959 1 898
582 926 21
417 952 383
378 732 779
838 171 57
18 107 661
267 275 550
390 274 449
625 494 468
624 630 358
480 126 375
212 955 687
55 620 794
730 749 757
213 307 997
672 543 140
115 316 846
234 344 253
842 718 437
170 233 140
65 326 633
992 884 33
189 658 557
878 206 259
429 101 34
752 351 948
383 298 23
569 550 499
810 302 534
646 416 566
81 764 251
604 560 34
903 513 428
836 402 891
98 740 828
336 451 86
633 705 258
839 958 851
474 602 621
332 606 329
27 17 268
888 657 382
82 914 920
387 801 201
9 955 407
682 361 28
837 224 367
164 71 610
241 845 14
724 46 309
308 115 345
248 93 40
160 938 426
466 731 902
301 450 357
394 955 530
286 811 621
573 564 235
481 342 392
764 617 795
295 281 327
558 692 405
593 441 655
217 986 23
704 947 444
702 208 401
523 25 907
316 96 512
548 983 891
540 984 372
662 310 325
511 426 287
155 310 356
317 126 984
224 708 166
627 249 755
829 481 88
624 716 659
524 989 380
724 386 975
854 225 926
921 520 769
435 319 109
874 712 894
535 295 886
94 351 986
319 704 240
503 3 927
805 689 204
366 766 382
970 677 814
218 924 595
913 736 155
583 498 374
115 784 863
264 820 321
716 424 601
36 483 134
469 327 787
322 509 168
85 12 763
568 464 198
844 86 6
971 377 284
499 59 836
72 612 440
991 648 280
741 346 651
237 231 258
529 282 268
92 124 652
899 367 492
103 659 101
569 152 428
133 335 294
283 259 871
48 461 882
870 163 485
476 203 932
635 824 329
700 39 602
185 57 652
836 494 3
414 849 441
939 921 621
332 937 113
431 758 1
741 136 862
364 929 830
4 645 681
280 253 268
908 781 714
822 354 366
746 522 923
368 50 615
238 357 58
464 492 32
527 519 960
461 413 711
160 384 947
234 284 130
413 306 670
631 997 407
565 980 167
833 887 119
64 150 898
223 111 545
287 701 510
160 352 541
606 198 504
592 987 398
355 917 405
57 917 920
674 168 481
351 775 216
285 884 134
856 129 106
269 584 913
946 480 562
373 487 11
301 603 200
925 508 652
602 319 987
852 618 560
438 968 663
657 758 958
293 917 577
411 431 362
755 643 68
645 449 358
174 481 8
614 331 991
556 221 102
621 245 578
227 671 170
674 779 744
1 299 151
792 359 491
887 858 146
363 91 676
97 111 849
770 687 73
944 953 590
77 743 843
690 238 709
534 918 899
101 988 794
619 644 872
984 225 341
123 789 768
52 489 705
538 343 83
291 787 988
486 896 397
148 2 572
39 899 621
476 322 325
288 93 176
29 742 653
927 92 692
614 785 832
700 146 636
322 922 270
522 583 545
163 13 83
553 427 865
265 235 787
415 165 143
951 77 497
588 101 160
911 257 396
223 542 983
229 282 568
472 512 705
903 537 502
770 483 534
427 938 764
893 238 287
176 687 539
400 880 60
639 901 179
875 474 867
991 144 907
835 307 70
984 923 523
75 19 190
525 453 375
394 531 513
22 993 217
762 758 201
178 100 164
807 787 783
862 636 957
424 765 690
114 462 510
447 430 683
191 262 537
20 696 840
979 421 508
749 769 627
457 263 505
244 109 359
883 861 619
87 462 137
207 183 687
614 327 777
541 573 174
108 969 134
151 539 732
652 318 214
73 271 967
105 329 144
869 453 795
840 662 829
139 105 704
451 454 898
704 558 785
664 860 697
812 338 10
573 887 13
965 423 833
199 912 932
630 792 551
584 882 147
561 341 50
628 929 161
161 121 578
958 28 853
222 750 20
370 715 841
520 579 656
171 627 336
483 722 114
511 825 840
952 382 437
736 124 762
531 103 37
936 84 176
38 885 296
416 920 680
332 696 438
852 963 357
361 987 413
970 397 556
742 299 29
157 660 506
358 252 992
189 349 137
274 707 915
299 501 246
938 459 923
430 283 390
152 351 417
397 690 289
377 11 971
946 3 331
390 498 41
164 481 584
340 203 317
146 708 790
283 74 420
270 910 246
88 878 692
981 640 982
920 694 306
945 459 931
518 117 418
11 659 266
298 651 294
883 848 413
296 5 593
34 911 930
895 829 816
699 474 124
808 333 473
832 814 118
170 274 834
309 987 931
1 748 672
768 121 34
610 825 437
308 960 235
59 488 630
666 529 187
119 466 506
759 118 481
646 668 805
381 616 425
869 400 384
211 484 516
162 738 255
520 96 112
443 182 203
14 520 408
210 285 56
248 314 422
654 660 910
835 747 299
194 330 387
602 533 568
970 838 896
251 425 866
229 786 381
976 600 207
421 837 336
253 594 813
701 92 7
123 402 13
927 163 697
767 593 137
45 78 255
885 814 846
54 155 909
719 808 213
417 972 150
528 237 339
899 991 504
180 317 592
507 402 613
292 113 586
201 421 73
45 268 243
790 372 571
157 521 892
761 870 916
671 648 745
270 309 9
20 878 991
960 90 420
270 166 557
358 415 239
322 794 579
646 636 482
668 372 688
287 993 272
445 323 369
167 664 434
178 447 1000
842 525 95
75 872 256
273 476 665
844 109 419
482 762 921
422 517 934
69 686 887
757 504 174
262 576 283
420 137 44
346 15 911
756 513 625
558 482 499
230 356 30
988 935 738
573 770 26
165 367 538
627 322 821
922 259 653
801 246 166
212 593 117
358 389 554
337 598 839
842 441 809
108 513 770
554 939 304
168 21 757
630 424 9
610 101 142
739 121 341
768 28 804
133 987 485
851 76 937
313 68 543
933 1000 948
152 993 385
151 454 537
626 385 760
754 139 452
661 481 334
598 325 972
433 7 706
610 159 544
599 47 870
592 968 337
592 548 366
987 350 205
940 135 62
490 884 474
393 579 33
921 67 186
607 814 486
741 854 280
705 242 734
709 193 296
96 888 241
202 66 994
925 264 942
111 224 639
706 150 40
746 824 469
708 694 327
357 944 891
740 948 701
210 217 106
400 863 284
307 193 855
679 867 523
650 544 194
940 568 493
623 741 570
699 11 605
609 358 927
582 225 240
169 447 676
584 61 529
76 631 769
900 883 184
17 140 85
931 788 699
535 122 64
652 346 200
158 352 582
888 251 20
676 973 480
762 668 86
949 745 752
471 776 656
846 664 702
687 539 383
127 369 50
365 669 734
495 95 687
730 963 617
332 149 460
927 895 219
849 634 745
399 767 956
630 874 117
935 579 101
707 413 260
571 827 300
297 153 336
877 642 898
346 609 490
5 836 772
859 572 624
762 782 88
791 246 233
587 152 566
12 291 138
683 404 288
197 966 627
472 98 10
630 415 709
17 796 313
607 159 524
881 818 795
445 615 365
420 581 848
528 177 611
545 213 264
424 205 272
74 954 104
709 644 378
589 774 337
145 556 760
278 470 359
977 933 878
687 737 2
709 926 400
501 458 387
744 689 669
569 847 422
963 798 286
177 802 898
657 811 163
914 891 437
515 953 632
809 803 866
781 97 230
858 184 980
630 428 527
229 990 144
186 318 956
87 806 648
542 616 190
505 635 873
209 760 686
63 677 300
938 857 102
680 329 803
531 290 48
828 415 741
836 969 786
132 872 542
743 290 301
361 424 539
377 916 825
336 761 605
140 910 101
184 5 271
770 236 895
843 869 639
833 369 885
290 51 430
552 89 89
515 591 437
519 940 788
949 90 839
511 841 492
611 437 703
372 719 345
611 464 198
166 622 110
269 341 221
786 380 323
927 694 248
257 315 104
619 21 501
935 862 375
485 46 775
699 290 71
798 303 114
16 380 774
568 245 104
732 3 445
787 286 84
756 935 557
68 369 473
250 701 304
990 455 644
206 923 607
703 292 677
383 702 41
603 984 522
596 125 949
1000 3 118
198 776 952
212 462 190
555 841 622
247 897 595
734 405 873
107 984 660
588 407 168
501 92 227
869 315 219
381 483 830
180 723 469
196 641 869
488 363 236
985 54 262
82 160 831
693 333 713
737 305 38
58 958 569
477 896 791
21 968 836
904 215 816
412 422 721
92 969 486
947 808 696
704 611 493
243 297 235
790 113 953
359 318 125
398 877 88
633 897 851
29 208 496
458 617 114
304 375 338
203 781 384
404 374 507
212 57 996
933 489 612
22 141 284
913 281 528
465 234 559
55 477 555
497 653 144
663 195 456
814 167 439
303 453 551
476 857 36
482 36 846
399 513 662
356 991 880
473 308 237
485 746 618
829 902 389
370 908 245
887 714 84
507 58 403
302 281 953
441 742 108
772 796 753
238 181 915
151 385 760
944 867 443
337 860 470
352 258 637
39 175 538
810 695 39
66 453 383
815 34 540
645 242 466
618 95 613
744 468 7
729 653 301
391 6 283
520 304 267
523 129 924
747 560 310
559 985 663
388 457 402
940 646 550
833 750 489
33 692 226
204 794 740
540 784 436
166 466 357
396 685 119
80 375 667
73 603 804
315 669 713
475 858 621
69 852 244
484 243 582
698 569 681
92 608 613
358 547 331
80 407 580
899 514 234
315 986 925
179 987 429
38 622 654
733 572 523
322 535 63
205 30 693
128 156 969
834 914 714
794 848 803
935 981 117
281 967 820
293 434 266
720 542 317
219 790 867
437 509 457
683 993 717
190 469 153
225 1 173
175 660 484
989 645 158
945 144 310
477 52 432
603 882 571
925 211 152
541 251 49
164 3 482
983 532 179
189 225 239
61 581 240
800 497 1000
944 216 792
264 708 677
113 488 519
32 1 484
387 744 507
786 384 532
959 795 451
190 246 653
177 981 894
756 498 360
315 400 646
170 697 91
675 537 669
251 450 226
756 622 740
742 661 764
128 530 697
734 431 522
643 969 228
768 789 730
377 445 901
30 943 616
637 432 213
513 852 924
347 357 370
538 254 43
993 995 369
851 805 600
680 479 985
92 362 505
217 25 224
381 433 686
814 897 36
297 331 551
810 675 214
542 120 764
576 474 171
588 179 454
325 493 323
531 650 334
214 952 134
772 892 411
847 87 162
646 986 688
819 217 181
525 103 528
501 969 505
717 601 329
338 902 934
859 333 921
853 364 546
643 806 96
565 797 829
364 62 499
891 629 766
913 506 285
20 152 586
694 510 677
394 552 943
259 738 114
296 981 307
279 976 118
982 657 514
115 349 715
887 969 765
52 674 587
857 584 911
8 843 912
233 112 365
517 749 36
601 778 252
721 850 847
741 343 769
968 770 804
731 481 804
715 376 282
463 274 327
425 702 539
204 781 619
69 673 976
925 17 238
29 932 683
358 963 622
925 120 299
623 921 171
364 27 828
962 837 68
839 180 311
47 603 180
23 970 981
892 794 355
636 89 560
499 981 373
464 97 72
196 801 64
643 559 516
969 67 698
301 594 545
110 515 562
15 121 219
826 46 40
335 350 11
550 863 677
433 685 26
387 93 438
714 955 152
641 422 39
108 892 829
38 440 781
718 551 734
334 709 247
558 14 291
270 765 552
377 620 714
353 201 442
98 826 90
637 329 64
173 415 390
810 754 41
191 462 119
225 838 256
356 813 430
687 656 552
821 178 999
402 741 725
951 227 628
266 422 904
874 750 514
257 373 222
135 37 127
538 684 415
908 810 753
970 831 481
134 190 390
566 511 8
614 77 220
922 682 260
290 455 725
889 899 285
957 437 160
216 555 148
503 663 341
497 164 957
891 779 439
832 228 19
114 371 919
519 229 965
734 90 494
690 584 905
960 482 413
98 159 649
715 855 334
442 147 924
580 686 482
153 295 547
642 921 129
769 777 996
647 777 555
701 768 936
896 556 211
540 520 264
994 365 288
23 307 375
169 287 763
841 242 4
757 282 340
394 835 207
985 831 585
26 218 180
63 343 925
921 556 887
459 711 31
659 954 746
380 386 170
121 226 730
784 483 768
570 872 517
285 644 900
691 919 201
886 492 888
875 310 183
118 113 797
875 328 88
574 979 141
452 271 602
148 190 910
167 745 121
97 290 469
847 902 256
676 54 728
467 26 548
883 201 467
31 449 255
197 556 523
592 837 81
463 241 296
